Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBgn0025111	705	282	289	5121	2307	2688	404	495	465	2994	3651	3731	1956.67	455	3459	7.586	2.923	5.89144492210952e-242	2.41608156255712e-238	0.0039	0.0049
FBgn0000071	204	72	84	1130	477	585	117	126	135	661	755	812	434.32	126	743	5.835	2.545	9.18071614087331e-110	1.0757176255349e-106	0.0048	0.0063
FBgn0262733	382	113	97	1503	473	478	219	198	156	879	749	663	477.34	191	764	4.002	2.001	4.38332327658386e-69	2.39680116763605e-66	0.0056	0.006
FBgn0001226	1493	470	654	4578	1692	2076	855	825	1051	2677	2678	2881	1827.99	910	2745	3.019	1.594	7.98170142994888e-61	3.44557448044425e-58	0.0057	0.0048
FBgn0011260	170	50	53	818	243	257	97	88	85	478	385	357	248.33	90	407	4.568	2.192	3.87673300425336e-57	1.44531655004028e-54	0.0065	0.0084
FBgn0035189	123	48	34	665	381	334	70	84	55	389	603	464	277.47	70	485	6.686	2.741	1.03871949375935e-55	3.7041640381801e-53	0.013	0.008
FBgn0029002	2372	620	788	5540	1748	2099	1359	1089	1267	3239	2767	2913	2105.55	1238	2973	2.4	1.263	4.95048791802019e-51	1.62415607614407e-48	0.0043	0.0049
FBgn0051092	124	39	37	514	214	245	71	68	59	301	339	340	196.38	66	327	4.77	2.254	1.3322738809093e-49	3.90261084686361e-47	0.0078	0.0099
FBgn0037290	28	10	12	309	92	104	16	18	19	181	146	144	87.25	18	157	9.407	3.234	8.60624180155979e-46	2.13904228049677e-43	0.0118	0.0156
FBgn0031150	1200	315	321	2871	753	909	687	553	516	1679	1192	1262	981.44	585	1378	2.354	1.235	3.00186169414971e-44	6.80342426337644e-42	0.0041	0.005
FBgn0261673	24	13	8	263	91	101	14	23	13	154	144	140	81.24	17	146	9.42	3.236	2.77152209671444e-43	5.8287241633979e-41	0.0123	0.0163
FBgn0283437	7097	2315	2578	17634	7581	7047	4065	4065	4144	10310	11998	9781	7394.1	4091	10696	2.613	1.385	3.34800535913143e-42	6.38612557106883e-40	0.007	0.007
FBgn0003748	1510	449	496	3127	1141	1242	865	788	797	1828	1806	1724	1301.46	817	1786	2.182	1.126	4.51541438284325e-42	8.41714290183645e-40	0.0038	0.0049
FBgn0041087	1577	518	624	3169	1331	1578	903	910	1003	1853	2107	2190	1494.29	939	2050	2.172	1.119	3.41056858107224e-40	6.216329667101e-38	0.0041	0.0049
FBgn0034718	644	214	246	1373	554	657	369	376	395	803	877	912	621.94	380	864	2.26	1.176	3.04490362041052e-36	5.02682979788083e-34	0.0041	0.0055
FBgn0032405	61	19	18	292	106	129	35	33	29	171	168	179	102.46	32	173	5.205	2.38	8.76171470913527e-36	1.40908988322211e-33	0.0096	0.0146
FBgn0001224	632	187	292	1741	636	858	362	328	469	1018	1007	1191	729.2	386	1072	2.772	1.471	8.03133547092284e-35	1.24288704778319e-32	0.008	0.0053
