Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
FBgn0025111	705	282	289	5121	2307	2688	355	441	412	2611	3227	3295	1723.39	403	3044	7.603	2.927	19.784	4.09572562118713e-87	1.21602093693046e-83	0.0136	0.0147	0.0142	0.0142	TRUE	0.1914
FBgn0000071	204	72	84	1130	477	585	103	113	120	576	667	717	382.56	112	653	5.895	2.559	14.824	1.02767621323437e-49	9.1535120312785e-47	0.0086	0.0211	0.0158	0.0158	TRUE	0.1358
FBgn0001226	1493	470	654	4578	1692	2076	752	735	932	2334	2367	2545	1610.66	806	2415	3	1.585	11.925	8.8112144352874e-33	5.60582049822178e-30	0.0078	0.0148	0.0118	0.0118	TRUE	0.2125
FBgn0035189	123	48	34	665	381	334	62	75	48	339	533	409	244.46	62	427	6.895	2.786	11.756	6.60036266811317e-32	3.62647347935085e-29	0.0395	0.0257	0.0305	0.0305	TRUE	0.1364
FBgn0283437	7097	2315	2578	17634	7581	7047	3575	3618	3673	8992	10603	8637	6516.45	3622	9411	2.598	1.377	11.718	1.03361485139886e-31	5.11467082300535e-29	0.006	0.0133	0.0097	0.0097	TRUE	0.1493
FBgn0051092	124	39	37	514	214	245	62	61	53	262	299	300	172.97	59	287	4.83	2.272	10.985	4.48936998702395e-28	1.99934092372112e-25	0	0.0311	0.0201	0.0201	TRUE	0.0749
FBgn0262733	382	113	97	1503	473	478	192	177	138	766	662	586	420.18	169	671	3.942	1.979	10.865	1.68555723783732e-27	6.52750361626826e-25	0.0191	0.0203	0.0199	0.0199	TRUE	0.1653
FBgn0011260	170	50	53	818	243	257	86	78	76	417	340	315	218.55	80	357	4.461	2.158	10.645	1.83381998821059e-26	6.80576443124657e-24	0.0133	0.0273	0.0215	0.0215	TRUE	0.2675
FBgn0037290	28	10	12	309	92	104	14	16	17	158	129	127	76.76	16	138	9.088	3.184	9.905	3.95225181374516e-23	1.13557119048478e-20	0	0.0539	0.0378	0.0378	TRUE	0.1878
FBgn0003748	1510	449	496	3127	1141	1242	761	702	707	1595	1596	1522	1146.96	723	1571	2.168	1.116	9.778	1.39472956288547e-22	3.65378124018261e-20	0	0.0156	0.0083	0.0083	TRUE	0.0271
FBgn0029002	2372	620	788	5540	1748	2099	1195	969	1123	2825	2445	2573	1854.85	1096	2614	2.382	1.252	9.686	3.46934106306066e-22	8.58372801352257e-20	0.0073	0.0145	0.0113	0.0113	TRUE	0.1181
FBgn0261673	24	13	8	263	91	101	12	20	11	134	127	124	71.5	14	128	9.236	3.207	9.631	5.91281052907851e-22	1.38593166796059e-19	0	0.0569	0.0398	0.0398	TRUE	0.2984
FBgn0032405	61	19	18	292	106	129	31	30	26	149	148	158	90.22	29	152	5.22	2.384	9.014	1.99242029131854e-19	3.9436638966165e-17	0	0.0478	0.0293	0.0293	TRUE	0.0464
FBgn0001224	632	187	292	1741	636	858	318	292	416	888	890	1052	642.6	342	943	2.76	1.465	8.809	1.26807186278908e-18	2.30504409833926e-16	0.0177	0.0177	0.0177	0.0177	TRUE	0.375
FBgn0041087	1577	518	624	3169	1331	1578	794	810	889	1616	1862	1934	1317.45	831	1804	2.171	1.118	8.747	2.1915878358358e-18	3.90409457075789e-16	0.0059	0.0152	0.0108	0.0108	TRUE	0.1041
FBgn0034718	644	214	246	1373	554	657	324	334	351	700	775	805	548.27	336	760	2.26	1.176	8.565	1.08415846561524e-17	1.78825915800647e-15	0.0029	0.0186	0.0112	0.0112	TRUE	0.0611
FBgn0010395	1151	428	409	3186	923	1046	580	669	583	1625	1291	1282	1004.85	611	1399	2.302	1.203	8.188	2.66671634432549e-16	4.09524870325986e-14	0.0114	0.016	0.0142	0.0142	TRUE	0.2464
FBgn0033367	20102	6412	6907	37030	21575	20189	10125	10021	9842	18883	30176	24745	17298.61	9996	24601	2.461	1.299	8.009	1.15753958001244e-15	1.71836750652847e-13	0.0263	0.013	0.0189	0.0189	TRUE	0.1009
FBgn0024491	1782	544	599	3852	1157	1357	898	850	854	1964	1618	1663	1307.83	867	1748	2.018	1.013	7.923	2.31664772828202e-15	3.27529862155682e-13	0.006	0.0153	0.0108	0.0108	TRUE	0.1449
FBgn0003137	6420	2268	2192	11300	4907	5052	3234	3544	3123	5762	6863	6192	4786.51	3300	6272	1.9	0.926	7.864	3.71062944949364e-15	5.16415257916248e-13	0.0058	0.0135	0.0097	0.0097	TRUE	0.0825
FBgn0033113	548	177	233	1221	496	531	276	277	332	623	694	651	475.31	295	656	2.229	1.156	7.853	4.06124066863099e-15	5.49273585571417e-13	0.0037	0.0195	0.0129	0.0129	TRUE	0.1258
FBgn0038149	1318	442	537	2644	1035	1378	664	691	765	1348	1448	1689	1100.77	707	1495	2.117	1.082	7.839	4.52904277241681e-15	6.02092298118158e-13	0.0081	0.0157	0.0126	0.0126	TRUE	0.1548
FBgn0040271	1596	520	560	3239	1144	1146	804	813	798	1652	1600	1405	1178.47	805	1552	1.93	0.949	7.809	5.75735849509831e-15	7.54129295821187e-13	0.0033	0.0155	0.0096	0.0096	TRUE	0.0824
FBgn0031327	871	347	406	2096	823	902	439	542	579	1069	1151	1106	814.17	520	1109	2.145	1.101	7.598	3.00296563940082e-14	3.71491874307543e-12	0.0095	0.0167	0.0136	0.0136	TRUE	0.2455
FBgn0265276	197	54	46	617	188	196	99	84	66	315	263	240	177.83	83	273	3.236	1.694	7.569	3.7484236453328e-14	4.57359032999716e-12	0.0228	0.0306	0.0278	0.0278	TRUE	0.3646
FBgn0260011	48	19	35	264	133	149	24	30	50	135	186	183	101.17	35	168	5.005	2.323	7.552	4.28435762317033e-14	5.1568612634565e-12	0.0606	0.044	0.049	0.049	TRUE	0.8859
