Name	RNAi_1	RNAi_3	RNAi_4	Untreated_1	Untreated_3	Untreated_4
FBtr0075502	0	0	0	0	0	0
FBtr0300738	4.569	3.099	3.065	13.002	2.667	4.754
FBtr0300739	5.916	2.801	4.694	12.567	4.098	6.852
FBtr0300737	5.788	3.538	4.391	18.614	2.911	6.042
FBtr0300736	4.633	2.528	3.214	9.944	3.571	5.212
FBtr0078628	4.21	2.402	2.956	7.525	3.956	4.511
FBtr0300740	4.165	2.897	2.835	9.153	2.994	4.175
FBtr0078627	5.067	2.607	4.038	8.426	4.53	5.482
FBtr0300741	4.986	3.216	3.823	10.77	3.272	4.972
FBtr0072762	987.721	416.474	445.625	1160.393	292.175	411.068
FBtr0346821	106.888	43.367	38.9	130.828	30.963	34.861
FBtr0331460	61.113	1.85	15.72	40.029	10.288	1.787
FBtr0303848	818.382	353.516	353.748	765.785	249.537	204.11
FBtr0086122	18	6	7	26	4	9
FBtr0335147	61.412	57.137	57.545	61.887	56.738	57.754
FBtr0081459	1274.814	429.539	473.719	1522.469	416.044	460.442
FBtr0305321	98.216	70.127	71.304	132.976	52.081	25.216
FBtr0083716	2261.784	855.873	872.696	2166.014	781.919	687.784
FBtr0078184	11.024	4	6	11.026	1	3
FBtr0081691	0	0.493	0	0	0	0
FBtr0085263	3	1	0	5	0	3
FBtr0086342	0.93	0	0	0.93	0	0
FBtr0086343	0.07	0	0	0.07	0	0
FBtr0091847	21.718	6.669	10.583	18.4	11.153	9.571
FBtr0072393	266.345	127.796	145.337	1893.785	668.181	784.171
FBtr0343502	48.139	4.709	4.663	1.342	2.746	2.581
FBtr0343753	145.749	104.867	121.274	111.256	72.291	106.141
FBtr0433525	30.923	6.917	5.152	25.024	5.976	7.557
FBtr0113895	74.317	172.005	170.107	43.498	76.369	151.271
FBtr0345179	2523.629	321.995	289.893	1887.502	316.631	294.729
FBtr0334135	17.324	10.119	11.186	14.274	9.974	12.222
FBtr0334137	36.904	14.945	17.209	81.618	29.195	27.607
FBtr0334141	12.85	8.16	9.095	10.296	7.802	9.097
FBtr0334139	27.402	14.252	17.787	25.826	14.181	19.273
FBtr0334140	10.883	8.244	8.066	9.556	7.541	8.072
FBtr0344148	15.679	9.605	10.949	12.784	9.111	10.943
FBtr0334142	13.554	8.593	9.337	13.351	8.487	10.05
FBtr0334138	10.06	7.6	8.399	10.702	7.289	8.404
FBtr0334136	100.499	35.5	32.972	132.845	28.611	38.332
FBtr0085105	186	70	68	76	18	29
FBtr0346720	1	0	0	0	0	0
FBtr0076089	2	0	0	0	0	0
FBtr0087500	350	123	125	385	103	91
FBtr0073094	615.398	76.839	88.089	276.779	132.107	75.628
FBtr0073093	1499.602	782.161	944.911	1842.221	774.893	887.372
FBtr0343515	1.667	1.657	1.453	1.517	5.468	1.856
FBtr0072451	277.333	56.343	71.547	265.483	63.532	58.144
FBtr0071607	98	45	61	112	38	51
FBtr0081516	30	4	6	22	6	4
FBtr0300749	1.765	4.003	12.429	52.056	13.479	16.087
FBtr0346532	10.768	4.515	4.456	17.218	1.219	1.246
FBtr0073076	1119.467	366.482	384.115	1008.726	355.302	355.667
FBtr0089289	261.448	116.799	33.655	168.736	35.238	43.772
FBtr0100448	215.621	52.732	45.345	62.787	80.379	67.14
FBtr0089290	280.025	46.239	43.456	129.5	52.564	43.603
FBtr0089288	1363.401	227.864	333.836	1558.73	336.705	245.665
FBtr0100447	200.917	45.73	56.559	75.716	60.347	51.731
FBtr0329933	246.399	44.703	45.416	113.626	55.46	45.566
FBtr0336949	137.674	439.932	526.734	409.391	381.307	405.515
FBtr0088786	564.807	697.244	866.471	967.121	648.848	692.901
FBtr0088785	2443.189	249.638	173.584	2416.271	162.909	209.376
FBtr0303077	4	0	0	0	0	0
FBtr0339716	15.573	0.271	0.222	12.417	0.25	0.238
FBtr0085459	916.427	259.729	305.778	854.583	188.75	250.762
FBtr0070973	20	5	11	13	2	2
FBtr0089252	72.945	48.439	53.97	103.85	52.553	23.54
FBtr0334488	109.253	32.814	50.477	127.884	26.954	30.806
FBtr0334489	79.242	34.11	19.576	44.541	35.318	23.18
FBtr0100600	405.653	93.637	104.749	369.007	72.175	114.474
FBtr0300305	0	0	0	0	0	0
FBtr0077162	2	0	0	0	0	0
FBtr0072277	604	240	261	591	204	220
FBtr0344898	0	0	0	0	0	0
FBtr0086817	0	0	0	0	0	0
FBtr0333271	68.692	28.423	28.2	61.249	17.922	15.364
FBtr0072639	84.355	35.64	25.8	60.844	18.539	15.489
FBtr0340000	31.538	9.945	6.574	39.398	6.615	3.4
FBtr0087390	602.46	195.055	219.426	1564.601	481.385	606.6
FBtr0070472	119.606	63.086	71.281	184.117	56.59	52.482
FBtr0331752	1739.27	556.786	570.538	2055.405	781.584	586.141
FBtr0070475	429.866	156.943	193.005	274.977	138.98	152.887
FBtr0070474	38.481	38.287	14.43	54.667	21.828	29.907
FBtr0302185	53.346	21.934	30.706	28.682	19.104	6.646
FBtr0070471	697.125	371.849	412.204	707.954	368.646	323.962
FBtr0112828	177.82	101.045	114.288	303.471	141.997	130.113
FBtr0301966	128.667	31.831	25.143	53.217	24.919	17.529
FBtr0070468	581.556	170.253	236.456	126.726	195.09	224.998
FBtr0070476	11.714	10.321	8.646	11.956	12.193	12.199
FBtr0070470	74.968	41.394	37.259	61.866	32.875	31.52
FBtr0331751	36.777	42.499	52.943	63.84	26.307	34.417
FBtr0070469	2248.395	375.988	463.962	2270.046	458.774	311.765
FBtr0070467	7.67	12.693	11.801	7.444	8.394	10.571
FBtr0331753	207.652	23.766	47.084	204.794	42.217	21.623
FBtr0070466	82.846	51.035	37.093	876.384	46.723	89.876
FBtr0070473	50.529	58.634	42.162	49.854	40.486	35.416
FBtr0076265	1958.988	514.998	690	2068.992	521.999	575.999
FBtr0331935	4.846	1.148	1.112	1.03	1.129	1.16
FBtr0088237	1113.154	483.852	570.888	1277.97	382.871	499.84
FBtr0081705	0	0	0	0	0	0
FBtr0088524	1686	753	850	1393	561	652
FBtr0074540	340	138	142	378	104.968	109
FBtr0074494	11	6	4	11	3	3
FBtr0085714	2803.038	2528.515	3252.743	2557.934	2791.687	3451.976
FBtr0085713	58829.305	21772.461	24544.257	77727.025	25395.206	27789.024
FBtr0076256	9	2	4	8	2	4
FBtr0339552	761.509	146.464	137.843	503.234	121.428	146.342
FBtr0078950	524.491	296.536	331.157	673.766	278.572	264.658
FBtr0070990	38.692	11.73	13.09	31.655	9.146	7.233
FBtr0100409	1.554	7.469	2.279	1.101	3.159	3.848
FBtr0343330	988.856	438.839	503.643	1004.403	346.695	472.96
FBtr0304902	2	0	5.386	0.81	1.661	0.503
FBtr0304901	1	1	4.614	2.19	0.339	0.497
FBtr0078872	4	0	1	2	0	1
FBtr0077839	113.754	203.871	154.513	649.421	108.583	65.138
FBtr0077837	297.467	52.995	51.888	92.631	40.242	113.805
FBtr0077838	59.779	58.537	61.647	91.153	128.645	111.389
FBtr0077836	1304	308.597	480.951	937.795	239.53	282.668
FBtr0075133	161.185	17.395	13.737	113.642	11.827	22.066
FBtr0332862	81.06	32.605	65.263	288.77	97.173	72.934
FBtr0087988	463.362	2001.969	2395.222	2191.142	1723.838	1670.117
FBtr0087987	14083.722	6466.837	7403.7	11639.653	4159.115	5695.726
FBtr0074688	950	587	674	1135	489	591
FBtr0086864	1006	341	399	940	292	309
FBtr0083361	2	0	0	5	0	0
FBtr0392904	2701.041	315.921	321.337	1155.901	167.583	155.899
FBtr0084588	3116.073	1334.138	1929.5	4597.441	1007.079	780.064
FBtr0303161	1181.563	328.807	261.407	1171.978	658.529	813.356
FBtr0079257	564	204	249	666	223	263
FBtr0307341	0.919	0.33	0.002	0.915	0.227	0.321
FBtr0084989	0.21	1.186	0.001	0.754	0.088	0.177
FBtr0306309	6.464	0.143	3.927	6.042	3	3.92
FBtr0344570	13.536	6.857	0.073	12.958	0	0.08
FBtr0078090	788.434	264	311	951.477	260	270
FBtr0087439	292	63	82	246	52	69
FBtr0070960	4.725	1.029	2.173	1.486	2.582	1.807
FBtr0302357	3.698	0.994	1.96	1.394	2.277	3.788
FBtr0302356	3.313	0.976	1.871	3.121	2.142	3.409
FBtr0340571	1	0.5	0.5	3.997	1	1
FBtr0340572	1	0.5	0.5	4.003	1	1
FBtr0080267	0	0	0	0	0	0
FBtr0077141	0	0	0	0	0	0.521
FBtr0306593	0	0	0	0	0	0.479
FBtr0081719	2752	1086	1244	2665	793	939
FBtr0071549	826	380	453	1020	318	417
FBtr0308832	244.993	55.789	88.425	223.514	55.842	91.839
FBtr0308833	1041.602	384.079	491.552	1345.029	388.894	403.578
FBtr0074921	736.405	142.133	50.022	840.457	114.264	68.582
FBtr0073011	5	1	1	5	2	0
FBtr0112378	2	0	0	0	0	0
FBtr0342602	6.095	2.565	2.524	6.095	2.541	2.578
FBtr0080326	1856.536	742.563	849.476	1694.086	593.459	720.741
FBtr0085405	1951	700	797	1895	632	775
FBtr0339295	0	0	0	0	0	0
FBtr0300316	0	0	0	0	0	0
FBtr0300904	0.396	0.5	0	0.681	0	0
FBtr0081633	1.656	0.5	0	0.677	0	0
FBtr0300905	0.015	0	0	0.685	0	0
FBtr0335279	8.782	2.469	0.702	10.288	4.731	0.724
FBtr0335281	19.767	2.805	0.712	30.106	1.433	0.736
FBtr0290216	0.036	0.059	0	0.055	0.051	0
FBtr0335280	0.036	0.06	0	0.056	0.052	0
FBtr0077120	417.348	220.83	237.798	428.24	207.187	212.17
FBtr0081676	0	0	0	0	0	0
FBtr0076639	9.599	4	2.587	5.728	2	2.703
FBtr0079280	1	0	2	0	0	0
FBtr0304827	4.542	3.464	3.435	6.815	2.86	3.874
FBtr0433494	12.298	8.615	6.611	14.883	4.349	5.479
FBtr0333832	10.085	5.234	6.423	14.739	3.657	4.949
FBtr0433497	5.405	6.547	3.488	7.044	3.477	4.32
FBtr0333833	5.258	3.097	3.332	7.673	3.799	3.741
FBtr0433496	4.149	3.446	3.327	6.739	2.6	3.083
FBtr0304826	15.88	5.125	4.811	21.574	3.763	5.653
FBtr0433495	16.314	4.875	4.847	21.326	3.785	5.703
FBtr0433493	17.7	4.893	4.957	21.703	4.048	6.665
FBtr0300808	0	0	0	0.3	0	0
FBtr0300809	0.502	0	0	0.701	1.88	0.5
FBtr0301700	0.502	0	0	0.701	1.879	0.5
FBtr0072287	3116.871	1152	1247	3058	974	1089
FBtr0343633	209.628	106.798	135.505	499.23	484.263	197.213
FBtr0074281	3322.097	1252.409	1206.91	4217.264	802.762	1144.18
FBtr0343632	153.8	44.013	51.624	94.832	42.918	28.017
FBtr0074279	4537.831	1043.353	1306.395	4719.311	1098.717	1286.192
FBtr0074280	390.592	91.763	78.566	477.561	98.34	80.392
FBtr0072238	0	0	0	0	0	0
FBtr0308073	28.334	11.948	9.582	33.093	10.036	7.955
FBtr0082360	1128.265	397.067	426.061	941.917	322.948	391.25
FBtr0082361	42.401	0.986	1.357	6.99	6.016	13.795
FBtr0079938	92	30	46	62	23	30
FBtr0077227	3153.175	1438.387	1724.006	3240.686	1227.105	1481.962
FBtr0091702	265.825	61.613	77.804	161.314	54.895	50.038
FBtr0074882	429.884	260.803	378.901	502.028	239.409	248.748
FBtr0332153	441.958	66.402	69.406	430.468	69.126	57.72
FBtr0310476	87.953	99.407	56.094	209.318	91.166	91.045
FBtr0100666	427.281	132.848	177.864	433.826	123.448	150.495
FBtr0332726	86.924	62.698	43.735	188.222	57.85	61.992
FBtr0080287	287.899	103.061	197.953	430.502	101.447	121.095
FBtr0309307	3.566	1.544	2.581	6.012	4.549	2.582
FBtr0300898	1.45	0.456	0.419	2.078	2.451	0.419
FBtr0080024	223.759	57.322	72	228.487	42.197	50.18
FBtr0077389	3650.638	1510	1868	4187	1383	1476
FBtr0290204	0	0	0	0	0	0
FBtr0086689	395.567	177.518	120.927	364.263	101.535	180.84
FBtr0306636	762.043	130.517	167.114	404.545	71.801	90.257
FBtr0086687	1055.498	148.707	202.521	693.346	297.188	231.118
FBtr0086690	39.255	10.939	12.928	27.196	9.392	10.365
FBtr0086686	123.474	9.333	12.821	20.456	10.364	10.296
FBtr0340359	39.578	15.389	46.102	61.334	15.801	18.876
FBtr0301148	850.012	484.117	592.168	1756.507	378.594	494.496
FBtr0086684	15.402	2.098	3.174	2.846	2.268	1.549
FBtr0306637	46.984	21.184	22.242	55.567	14.943	17.668
FBtr0301149	61.187	7.198	24.004	78.94	13.115	16.536
FBtr0086600	132.506	23.155	6.923	138.195	35.28	51.032
FBtr0331978	489.117	153.845	199.077	385.805	114.72	119.968
FBtr0078769	27953	14644	16187	43192	13538	16591
FBtr0070712	29	12	10	36	10	12
FBtr0343263	3.037	0	0	1.026	0.263	0.675
FBtr0343264	0.738	0	0	1.753	0.244	0.788
FBtr0072024	0.746	0	0	1.855	0.243	0.797
FBtr0113111	0.695	0	0	1.367	0.25	0.74
FBtr0333452	10.907	9.699	5.291	14.042	7.08	3.79
FBtr0333450	8.792	4.498	3.952	12.143	3.682	2.42
FBtr0333451	13.008	4.433	3.903	11.641	3.64	2.403
FBtr0300831	14.293	4.37	3.854	11.174	3.598	2.387
FBtr0076303	32.983	14.744	11.483	14.211	23.664	11.188
FBtr0076302	29.571	14.473	10.904	31.398	16.23	23.518
FBtr0076301	2326.446	990.782	1321.613	1629.391	638.106	736.294
FBtr0077098	1656.652	688.17	774.202	1640.75	557.813	644.83
FBtr0070552	1.153	2	1	5.017	0	0
FBtr0075818	693	267	337	644	215	283
FBtr0088789	340	71	85	184	57	79
FBtr0304960	0	0	0	0	0	0
FBtr0075249	3	1	0	2	0	0
FBtr0084104	9396.891	2984.927	3398	8108	2415	2820
FBtr0336911	388.701	120.248	126.073	391.445	112.336	209.961
FBtr0088974	401.929	174.95	232.867	740.712	238.501	185.422
FBtr0100360	63.323	19.766	32.904	59.893	15.996	20.968
FBtr0110880	9.435	2.129	2.319	3.58	1.495	3.46
FBtr0334105	8.965	2.254	1.594	2.347	2.337	4.897
FBtr0301185	10.232	2.115	2.144	3.534	1.489	3.418
FBtr0110881	201.045	49.736	68.038	208.646	79.683	63.256
FBtr0336928	1.427	0.901	1.755	0.892	0	3.173
FBtr0072107	2.573	1.099	0.245	1.108	0	0.827
FBtr0085786	1384.052	375.426	456.784	601.567	255.68	238.291
FBtr0085785	23.606	22.261	22.254	40.302	22.978	22.879
FBtr0334549	72.479	52.009	42.785	153.068	28.723	23.487
FBtr0334550	16.993	15.304	14.178	32.373	12.619	11.412
FBtr0340191	709.481	220.851	232.012	413.592	278.864	335.738
FBtr0073848	4329.125	2026.149	2078.988	4978.408	1680.136	1831.118
FBtr0078387	833.254	232.836	250.62	684.229	209.479	194.549
FBtr0087487	602.759	225	241	555	208	240
FBtr0083735	6.745	2.805	2.844	7.069	0.702	0.986
FBtr0332539	10.277	3.202	3.258	11.072	0.711	1.014
FBtr0077790	0	0	0	0	0	0
FBtr0331440	0	0	0	0	0	0
FBtr0331439	0	0	0	0	0	0
FBtr0082634	536	245	271	539	201	199
FBtr0079612	258.388	68.545	70	191.178	54	58.174
FBtr0087980	3.466	0.498	0	2.039	0.274	0.001
FBtr0087979	0.536	0.502	0	0.561	0.267	0
FBtr0072044	0	0	0	0	0	0
FBtr0343206	0	0	0	0	0	0
FBtr0072043	0	0	0	0	0	0
FBtr0075225	0	0	0	3	1	0
FBtr0112489	79.209	21.714	29.543	75.799	16.88	26.153
FBtr0339263	25.333	0.378	3.457	7.05	0.12	4.019
FBtr0301018	106	14	26	77	25	21
FBtr0302526	60.885	14	13.398	67.231	13	16
FBtr0100009	389.053	155	179	440.105	103	139
FBtr0089901	24.13	9.292	13.465	11.765	16.822	19.716
FBtr0089902	17.32	4.575	3.714	3.527	5.556	7.211
FBtr0300562	429.622	93.881	79.82	244.093	93.37	59.071
FBtr0089900	20.583	8.243	6.517	5.007	5.253	6.843
FBtr0089904	131.362	11.768	12.391	17.58	9.027	9.886
FBtr0301521	222.609	19.471	24.292	28.447	14.24	15.614
FBtr0089905	114.375	12.772	29.801	226.581	37.731	29.659
FBtr0345390	137.076	30.296	20.86	39.881	30.491	30.253
FBtr0331425	163.489	100.432	112.422	71.167	43.376	30.885
FBtr0332155	582.693	108.86	166.527	362.376	53.109	51.375
FBtr0075014	43.742	44.412	46.433	30.576	40.023	25.488
FBtr0078874	0	0	0	0	0	1
FBtr0083452	811.069	216.181	315.572	657.022	284.577	247.434
FBtr0302317	745.142	370.819	321.428	897.978	302.423	368.566
FBtr0333248	1.951	0.992	0	3.773	0.992	1.952
FBtr0114524	2.049	1.008	0	4.227	1.008	2.048
FBtr0273385	167.086	40.523	43.017	316.044	77.488	89.215
FBtr0339307	92.13	44.338	61.759	266.398	69.887	65.847
FBtr0273384	181.049	129.139	143.224	430.822	190.625	146.939
FBtr0082117	128.942	101.226	81.244	264.888	149.756	122.23
FBtr0082116	420.959	74.356	55.347	410.185	100.663	104.77
FBtr0082118	232.603	89.418	98.426	457.938	133.677	105.935
FBtr0085011	1	4	1	1	0	1
FBtr0081174	25.02	14.124	13.709	20.169	8.176	8.966
FBtr0081175	29.735	17.053	14.508	28.767	9.098	10.183
FBtr0303241	71.212	25.841	28.927	70.875	18.166	21.578
FBtr0081176	43.535	18.295	18.27	26.866	9.371	10.527
FBtr0305129	1291.261	202.384	202.587	811.458	160.294	153.143
FBtr0339156	260.367	65.244	52.14	106.53	61.017	46.335
FBtr0339157	78.974	36.67	27.273	64.237	38.923	47.521
FBtr0071784	12.027	15.237	17.186	13.346	17.225	22.331
FBtr0071785	1597.076	764.806	841.814	2361.654	816.775	932.669
FBtr0089148	548.27	29.074	45.93	100.401	46.532	29.681
FBtr0089147	314.339	42.408	37.453	63.286	38.399	70.111
FBtr0089150	545.085	70.597	80.099	202.592	72.802	64.245
FBtr0089146	253.871	83.113	128.103	49.627	87.962	77.295
FBtr0308247	1505.316	325.477	309.703	1761.958	528.244	413.845
FBtr0089149	209.119	60.331	26.712	144.136	58.06	27.823
FBtr0302559	1.511	0	0.5	2.023	0	0
FBtr0346506	1.489	0	0.5	1.977	0	0
FBtr0302190	226.195	106.38	92.053	237.001	68.364	79.221
FBtr0086145	325.805	118.62	145.947	330.999	147.636	138.779
FBtr0306281	0	0	0	0	0	0
FBtr0306280	0	0	0	0	0	0
FBtr0306258	587.487	112.769	128.615	435.644	167.904	181.946
FBtr0073119	6574.221	2257.575	1987.139	5980.949	1387.886	1239.057
FBtr0073120	2475.45	2346.756	3060.087	307.986	1259.435	1278.323
FBtr0073118	18383.183	3133.979	2877.446	11334.014	1944.83	1645.163
FBtr0337055	876.374	399.876	436.572	640.341	378.449	328.796
FBtr0333895	559.038	1963.181	2369.002	379.444	1469.573	1745.266
FBtr0337056	301.81	93.864	91.14	1894.623	421.922	300.449
FBtr0077442	178	51	62	140	54	50
FBtr0076018	46.17	25.965	23.233	17.682	20.614	24.12
FBtr0076017	163.83	62.035	83.767	181.318	47.386	47.88
FBtr0339781	14.042	9.622	5.228	19.71	10.177	12.017
FBtr0070778	26.994	13.989	6.243	40.519	15.239	19.812
FBtr0344824	119.469	37.389	8.529	764.082	48.584	188.171
FBtr0345292	5811.321	69.712	91.395	18896.745	1194.203	71.389
FBtr0070983	88.047	123.443	61.258	95.952	101.511	28.271
FBtr0070982	102.69	13.966	13.913	83.625	11.289	13.933
FBtr0070981	828.679	457.064	540.811	794.18	479.156	665.552
FBtr0070980	35810.981	26511.816	30788.623	34159.491	22588.841	32834.855
FBtr0307300	1070.241	271.953	289.133	729.937	238.081	268.462
FBtr0113024	75.85	24.043	25.359	37.198	22.104	25.172
FBtr0332600	27.44	12.563	12.509	15.311	10.815	9.366
FBtr0083414	698.085	355.531	442.743	849.403	334.713	323.992
FBtr0337043	201.006	28.469	22.257	124.597	11.287	36.008
FBtr0077516	2	0	0	1	0	2
FBtr0112524	54.901	22	17.602	88.949	16.004	16.04
FBtr0089233	580.49	93.556	101.559	77.075	112.654	72.685
FBtr0334626	234.84	45.658	38.444	280.902	42.378	57.277
FBtr0310651	1380.317	181.795	189.673	530.063	226.024	234.78
FBtr0089229	992.354	323.99	366.324	2381.961	343.944	315.258
FBtr0082920	1	0	0	1	0	0
FBtr0077386	736.891	258.534	303.356	776.302	226	256
FBtr0071106	3	1	0	4	0	1
FBtr0070937	3490.379	1980.983	2348.979	3717.526	1231.496	1607.372
FBtr0070938	4675.838	1055.017	1165.021	4370	1415.504	1170.628
FBtr0070397	13	9	9	25	10	2
FBtr0074346	1	0	0	1	0	0
FBtr0071471	1.001	0	0.5	0.5	0	0.5
FBtr0330316	0.999	0	0.5	0.5	0	0.5
FBtr0074918	400.372	155.48	192.777	431.581	112	150.34
FBtr0072124	756.1	355	383.134	871.507	294	386
FBtr0071683	1274.157	618	699	1663	495	543
FBtr0077403	2.91	0.173	0.228	3.925	2.059	0.762
FBtr0113021	2.444	0.175	0.203	3.082	1.849	0.746
FBtr0077402	1.566	1.484	2.891	1.766	1.354	0.693
FBtr0077401	5.08	0.168	1.677	10.228	2.738	0.798
FBtr0300280	5	2	2	7	1	0
FBtr0346378	22.676	18.946	18.184	18.018	15.557	13.103
FBtr0074809	1392.556	742.718	815.57	966.23	430.356	463.82
FBtr0335137	31.349	15.65	23.246	23.056	19.087	15.488
FBtr0346141	8.641	3.805	0.002	1.892	3.661	0.003
FBtr0085611	63.359	11.195	18.998	39.108	23.339	10.997
FBtr0074029	5	1	0	2	0	0
FBtr0075388	6.742	1.02	0.826	4.707	0.826	1.102
FBtr0343534	11.456	1.232	2.174	6.482	2.174	0.898
FBtr0086001	6	6	7	5	2	1
FBtr0321315	0	0	0	0	0	0
FBtr0333037	101.259	22.802	22.915	104.607	42.785	27.534
FBtr0075724	225.983	40.74	41.337	276.796	64.587	58.923
FBtr0075723	52.758	20.458	41.748	76.598	16.628	27.543
FBtr0342770	273.201	282.674	364.861	440.368	291.766	278.366
FBtr0070420	4718.157	1958.868	1999.53	5585.782	2123.432	1962.562
FBtr0342771	146.641	80.457	119.608	153.85	115.802	84.072
FBtr0333323	323.704	19.736	20.752	42.045	22.04	16.005
FBtr0333322	153.187	19.421	9.177	26.901	18.938	23.521
FBtr0074137	125.646	64.138	84.933	113.705	76.011	69.244
FBtr0074135	2088.463	795.704	872.138	2893.35	751.01	902.229
FBtr0308136	2.092	0.47	0	0.678	0.626	0.47
FBtr0080237	0	0	0	0	0	0
FBtr0300638	1	0	1.579	0.917	1.579	0
FBtr0073729	557.154	149.971	160.264	415.186	138.014	135.171
FBtr0084836	316	123	117	354	83	114
FBtr0082430	4.549	14.381	4.914	4.827	13.618	5.2
FBtr0335211	541.637	194.619	254.086	495.826	111.382	164.8
FBtr0076857	16	9	7	12	2	9
FBtr0300424	28	7	7	33	6	0
FBtr0083860	199.515	65.904	65.882	120.061	59.066	18.615
FBtr0302327	3842.863	1651.644	2057.691	4573.657	1333.12	1763.921
FBtr0083861	659.664	140.452	96.427	512.281	156.814	173.464
FBtr0083086	458.098	227.417	242.357	458.232	134.591	187.894
FBtr0334589	125.09	37.583	28.636	95.364	53.941	31.218
FBtr0091874	16.701	0.36	7.847	0.254	7.364	4.671
FBtr0073935	2.586	0	0	3.742	0	0
FBtr0073300	0	0	0	0	0	0
FBtr0073299	0	0	0	0	0	0
FBtr0088841	71.441	21.981	16.008	91.146	20.959	20.569
FBtr0088842	1177.192	609.702	714.687	1318.989	479.602	609.111
FBtr0345599	1.521	0.21	0.958	5.604	1.763	2.564
FBtr0070422	1.85	0.203	1.042	4.329	2.237	3.89
FBtr0342772	0.311	1.84	0	0.119	0	0.059
FBtr0070421	10.318	3.773	1	3.958	1	0.118
FBtr0333023	3.313	0.917	3.442	9.925	0.917	1.266
FBtr0075579	1.854	1.083	2.558	1.078	1.083	1.734
FBtr0072248	2.042	0.333	0.871	2.634	0.333	1.422
FBtr0345620	2.895	0.334	1.546	3.55	0.334	0.29
FBtr0072247	3.063	0.333	1.583	3.816	0.333	0.289
FBtr0072253	33.721	4.127	3.182	41.546	2.89	15.466
FBtr0343432	615.397	243.148	285.921	657.103	177.152	207.988
FBtr0073127	3.463	1.495	2.975	1.99	0.998	2.484
FBtr0073128	3.537	1.505	3.025	2.01	1.002	2.516
FBtr0079458	0.125	0	0.03	2.287	0.053	0.046
FBtr0079460	17.164	10	13.452	19.819	10.618	8.43
FBtr0079462	0.125	0	1.064	1.188	0.053	0.045
FBtr0079461	1.268	1	1.064	2.292	0.053	0.045
FBtr0079459	18.318	9	11.39	26.414	3.223	8.433
FBtr0081997	484.602	194.06	309.81	855.016	303.815	421.9
FBtr0081996	21.967	10.229	17.536	57.813	30.237	9.18
FBtr0336761	221.431	113.711	80.655	175.171	86.948	65.919
FBtr0336637	1.887	0.553	1.117	0.692	1.102	1.38
FBtr0300693	1.018	0.179	0.388	0.12	0.6	0
FBtr0336636	2.28	0.552	1.093	0.902	1.899	1.337
FBtr0071797	2.091	0.55	2.402	11.175	1.774	1.283
FBtr0336638	0.724	0.167	0	0.11	0.625	0
FBtr0087382	3146.399	1272.866	1456.036	2404.399	836.568	829.924
FBtr0339998	104.895	101.068	101.765	103.829	119.177	97.076
FBtr0301478	1022.93	419.795	465.507	1262.311	528.163	526.129
FBtr0089521	603.41	171.36	191.662	181.361	110.036	187.519
FBtr0306351	63.922	28.288	44.435	76.326	15.569	34.929
FBtr0306350	122.802	47.922	43.354	264.658	36.038	49.05
FBtr0301477	104.935	40.634	20.043	102.403	50.195	35.372
FBtr0300224	1.857	0.44	0.202	1.372	0.217	0.643
FBtr0114515	1.884	1.94	1.42	1.433	0.215	0.649
FBtr0087406	1	0	0	0	0	0
FBtr0072888	0	1	0	0	0	0
FBtr0085859	0	3	2	1	4	4
FBtr0334894	6667.617	2029.706	2540.92	6478.195	2035.538	1833.155
FBtr0084460	760.456	526.485	277.593	730.258	329.694	522.625
FBtr0304567	177.927	286.808	267.487	1164.879	355.768	202.22
FBtr0070907	5161.91	2243.383	2489.474	6763.424	2398.089	2370.686
FBtr0070906	47.68	12.617	19.511	30.537	13.911	12.309
FBtr0305911	532.851	133.881	193.726	160.072	88.104	98.615
FBtr0289953	261.231	139.013	110.395	368.548	106.087	79.126
FBtr0305910	202.918	48.106	55.88	268.381	55.81	53.259
FBtr0088312	13.974	2.723	3.327	13.531	3.707	0.66
FBtr0088313	8.68	6.291	9.53	7.116	6.477	2.4
FBtr0088311	12.64	13.041	8.377	8.492	5.939	4.977
FBtr0304592	36.706	8.945	13.766	13.862	7.876	3.963
FBtr0088882	2239	1164	1367	2593	952	1132
FBtr0079894	831.878	220.131	431.501	1129.228	338.31	386.989
FBtr0331635	144.024	180.702	103.009	66.503	91.135	127.234
FBtr0345615	204.765	92.517	105.139	225.44	104.28	115.057
FBtr0071338	7224.001	3616.76	3997	10864	4894	4950
FBtr0334508	6.891	2.304	3.771	8.363	0.601	0.565
FBtr0085746	4.109	2.696	1.229	5.941	0.607	0.569
FBtr0085085	1679.927	968.091	1085.423	1024.096	373.863	437.229
FBtr0085084	172.073	7.909	12.577	35.904	8.137	1.771
FBtr0079304	1.004	0	0.001	2.003	0.003	1
FBtr0079732	0	0	1	0	0	0
FBtr0071108	23.761	88.524	253.091	27.288	65.022	228.181
FBtr0340139	52.497	69.439	67.007	44.101	38.128	63.904
FBtr0071107	2424.429	996.665	1051.112	3193.771	1049.204	917.321
FBtr0340138	424.428	50.33	56.79	276.769	74.598	75.53
FBtr0309839	55.38	49.022	48.903	48.647	48.89	49.102
FBtr0309836	60.773	53.134	53.013	52.754	52.989	53.222
FBtr0309837	1569.31	87.214	74.017	1692.42	207.959	113.382
FBtr0073144	9713.91	4391.373	5231.359	10117.181	4455.232	4516.023
FBtr0309838	1089.921	73.258	74.707	1605.997	120.931	75.271
