Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0306930	221	78	119	92	33	39	129	132	188	54	51	54	101.38	150	53	0.357	-1.488	0.000914263620171014	0.0360610542872298	0.1261	0.1692
FBtr0076218	295	83	120	113	45	20	173	140	189	66	70	28	111.04	167	55	0.328	-1.607	0.000968000905651906	0.0379068337767177	0.1512	0.1665
FBtr0330390	693	218	356	391	108	104	406	368	562	230	167	144	312.88	445	180	0.407	-1.296	0.000971644424164486	0.0379068337767177	0.1037	0.1236
FBtr0303445	71	22	20	26	6	7	42	37	32	15	9	10	24.1	37	11	0.324	-1.626	0.00108201676543644	0.0416681165992911	0.1203	0.166
FBtr0305668	1106	264	265	384	131	157	648	446	418	226	203	218	359.74	504	216	0.427	-1.227	0.00108091050493762	0.0416681165992911	0.0952	0.1175
FBtr0074842	1462	425	571	729	198	307	857	717	901	428	307	426	606.05	825	387	0.47	-1.09	0.00109232049062229	0.0419746416857796	0.0764	0.0988
FBtr0074338	11906	3679	4780	6308	2079	2572	6977	6210	7542	3708	3224	3567	5204.56	6910	3500	0.507	-0.981	0.00109629094602652	0.0420370063608069	0.0637	0.088
FBtr0080261	1773	758	642	233	413	296	1039	1280	1013	137	640	411	753.21	1111	396	0.355	-1.492	0.00114463364581087	0.0436105419053943	0.1434	0.0935
FBtr0085154	1593	50	18	140	7	10	933	84	28	82	11	14	192.21	348	36	0.104	-3.265	0.0011727946496736	0.0444000714412372	0.6062	0.1447
FBtr0079040	31	67	31	30	4	10	18	113	49	18	6	14	36.31	60	13	0.221	-2.179	0.00118762911959516	0.0448573765196098	0.26	0.1739
FBtr0076792	3175	1057	1164	1369	683	668	1860	1784	1837	805	1059	926	1378.58	1827	930	0.509	-0.975	0.00119686085790849	0.0450256037448894	0.0632	0.0859
FBtr0336620	266	68	68	89	20	35	156	115	107	52	31	49	84.97	126	44	0.351	-1.509	0.00121693746003966	0.0454941526031946	0.1358	0.1733
FBtr0302615	1058	372	311	326	219	155	620	628	491	192	340	215	414.13	580	249	0.428	-1.225	0.00123000166553697	0.0457913509870488	0.0974	0.1118
FBtr0309258	225	11	103	44	16	17	132	19	163	26	25	24	64.53	105	25	0.238	-2.074	0.00122970804959769	0.0457913509870488	0.2529	0.1774
FBtr0089618	40	10	10	10	4	3	23	17	16	6	6	4	12.06	19	5	0.29	-1.787	0.00123928629298607	0.0460412855778041	0.1101	0.1481
FBtr0084659	937	316	360	349	167	202	549	533	568	205	259	280	399.12	550	248	0.45	-1.152	0.00131438991950354	0.0481324750277094	0.087	0.1133
FBtr0087008	2280	834	908	1192	402	579	1336	1408	1433	701	623	803	1050.58	1392	709	0.509	-0.973	0.00133953044427605	0.0487540074505106	0.0639	0.0882
FBtr0337029	317	12	31	40	3	14	186	20	49	24	5	19	50.42	85	16	0.19	-2.396	0.00136254061295657	0.0494909021424204	0.3399	0.1781
FBtr0310438	458	189	199	203	86	91	268	319	314	119	133	126	213.38	300	126	0.421	-1.25	0.00137102382997998	0.049698226160833	0.1005	0.141
