Id	Ctrl1	Ctrl3	Ctrl4	RNAi1	RNAi3	RNAi4	norm.Ctrl1	norm.Ctrl3	norm.Ctrl4	norm.RNAi1	norm.RNAi3	norm.RNAi4	baseMean	Untreated	RNAi	FC	log2FoldChange	pvalue	padj	tagwise.dispersion	trended.dispersion
FBtr0085680	18	2	8	69	20	19	11	3	13	41	31	26	20.74	9	33	3.57	1.836	0.000664946906985989	0.0280169512079955	0.1356	0.1626
FBtr0300192	13	16	5	108	20	54	8	27	8	63	31	75	35.32	14	56	4.181	2.064	0.000663903937796737	0.0280169512079955	0.1998	0.1742
FBtr0345070	335	70	59	817	234	206	196	118	93	480	363	286	256.05	136	376	2.749	1.459	0.000664156753383137	0.0280169512079955	0.1223	0.1325
FBtr0072966	7	4	10	17	34	71	4	7	16	10	53	98	31.3	9	54	6.195	2.631	0.000708862036126537	0.0295887936618133	0.3251	0.1711
FBtr0083555	20	11	8	66	26	44	12	19	13	39	40	61	30.51	15	47	3.309	1.726	0.000714016137228098	0.0296721624798728	0.1308	0.1712
FBtr0078919	53	18	18	354	54	36	31	30	28	208	84	50	71.93	30	114	3.823	1.935	0.000716149595001622	0.0296853953650325	0.2007	0.176
FBtr0073424	42	19	12	103	78	49	25	32	19	61	121	68	54.18	25	83	3.275	1.711	0.000732667568718464	0.0301174547382588	0.1486	0.1782
FBtr0273224	145	124	125	690	316	308	85	209	197	406	490	427	302.37	164	441	2.711	1.439	0.000736664163475588	0.0301174547382588	0.1208	0.1252
FBtr0331664	29	29	32	194	81	104	17	49	50	114	126	144	83.38	39	128	3.377	1.756	0.000736131375739087	0.0301174547382588	0.1648	0.1739
FBtr0084601	20	5	4	49	32	17	12	8	6	29	50	24	21.41	9	34	3.596	1.846	0.00074049305808143	0.0302050323258865	0.1411	0.1628
FBtr0078079	13	9	9	102	28	18	8	15	14	60	43	25	27.56	12	43	3.665	1.874	0.000756421981554845	0.0306453584246666	0.1566	0.1694
FBtr0332710	35	13	7	110	22	70	21	22	11	65	34	97	41.56	18	65	3.61	1.852	0.00077001428219472	0.0309857207893502	0.172	0.1765
FBtr0343016	81	54	70	605	142	122	47	91	110	356	220	169	165.68	83	248	3.032	1.6	0.000804330546780331	0.0321498819223111	0.1475	0.1517
FBtr0342820	108	82	71	494	209	169	63	138	112	290	324	234	193.76	104	283	2.732	1.45	0.000853895922943862	0.0339040228207444	0.1232	0.1452
FBtr0310266	415	155	255	961	419	668	243	262	402	565	650	926	508.03	302	714	2.363	1.24	0.000919912676374324	0.0362041237271099	0.0952	0.1043
FBtr0085137	609	88	180	1215	496	363	357	149	284	714	769	503	462.69	263	662	2.505	1.325	0.000949772587730149	0.0372973195800083	0.1093	0.1075
FBtr0085085	1024	374	437	1680	968	1085	600	631	689	987	1501	1505	985.69	640	1331	2.078	1.055	0.000970850611174754	0.0379068337767177	0.0708	0.089
FBtr0343571	4672	1555	1148	8296	2906	3706	2738	2625	1811	4876	4506	5140	3616.02	2391	4841	2.024	1.017	0.000984746552576051	0.0383344706890855	0.0669	0.0861
FBtr0345079	16	7	6	223	11	14	9	12	9	131	17	19	33.03	10	56	5.564	2.476	0.000998437620979641	0.038783129021437	0.3204	0.174
FBtr0310064	212	52	47	509	134	176	124	88	74	299	208	244	172.87	95	250	2.606	1.382	0.00103572149286495	0.0400575913017984	0.116	0.1499
FBtr0340226	67	15	16	330	70	29	39	25	25	194	109	40	72.09	30	114	3.777	1.917	0.00103478432551677	0.0400575913017984	0.2118	0.176
FBtr0079002	3676	1727	1647	24045	2839	2446	2154	2915	2599	14133	4402	3392	4932.62	2556	7309	2.861	1.516	0.00110594600088105	0.0423166133285832	0.1488	0.0876
FBtr0080892	451	135	163	913	374	393	264	228	257	537	580	545	401.83	250	554	2.214	1.147	0.00112248570427024	0.0428578923376699	0.0838	0.113
FBtr0308594	295	46	31	354	237	263	173	78	49	208	367	365	206.63	100	313	3.088	1.627	0.00115090082457867	0.0437562230694908	0.1657	0.1423
FBtr0075942	1265	522	429	2748	930	1052	741	881	677	1615	1442	1459	1135.94	766	1505	1.965	0.975	0.00115380697407562	0.0437737743321442	0.0625	0.0874
FBtr0305063	511	200	144	1295	430	366	299	338	227	761	667	508	466.63	288	645	2.24	1.164	0.00118988405912853	0.0448573765196098	0.0877	0.1072
FBtr0086053	63	27	35	368	95	51	37	46	55	216	147	71	95.34	46	145	3.188	1.673	0.00120442023622825	0.0451204041216304	0.1677	0.1705
FBtr0331507	842	231	236	1530	551	611	493	390	372	899	854	847	642.8	418	867	2.067	1.048	0.00120389289103986	0.0451204041216304	0.0719	0.0971
FBtr0339418	144	95	39	469	175	201	84	160	62	276	271	279	188.68	102	275	2.709	1.438	0.00125205537256517	0.0464193696822454	0.13	0.1463
FBtr0079666	73	38	97	61	584	413	43	64	153	36	906	573	295.69	87	505	5.836	2.545	0.00126190354259489	0.0466878238372867	0.394	0.1264
FBtr0334591	16	6	6	77	12	23	9	10	9	45	19	32	20.79	9	32	3.371	1.753	0.001265511819026	0.0467247838006156	0.1397	0.1628
FBtr0080839	1372	257	322	2714	682	836	804	434	508	1595	1057	1159	926.34	582	1270	2.179	1.124	0.00127087341895669	0.0468261940602007	0.0842	0.0898
FBtr0334008	19	7	9	81	28	18	11	12	14	48	43	25	25.52	12	39	3.171	1.665	0.00127909157474316	0.0470322234680202	0.1309	0.1675
FBtr0082452	11104	3101	3028	22013	6461	7663	6507	5235	4778	12939	10018	10628	8350.69	5507	11195	2.033	1.024	0.0012916891254421	0.0473981089534665	0.0713	0.0913
FBtr0081635	4695	1100	1386	9433	2666	2869	2751	1857	2187	5545	4134	3979	3408.73	2265	4553	2.009	1.007	0.00132508489369747	0.0484250922274298	0.0691	0.0859
FBtr0086170	56	26	58	133	138	234	33	44	92	78	214	325	130.82	56	206	3.683	1.881	0.00133631072404063	0.0487358780761622	0.2195	0.1612
FBtr0335170	1	1	9	44	11	23	1	2	14	26	17	32	15.22	6	25	5.154	2.366	0.00137414033242858	0.0497105675410074	0.2444	0.1536
